row_id;duration_in_month;purpose;present_emp_since;installment_as_income_perc;personal_status_sex;property;age;housing;credits_this_bank;job;people_under_maintenance;norm_age;migration_risk;real_state;score_default_dummy;Partición;score_default_logistic;$LP-score_default_dummy;score_default_TAN;$BP-score_default_dummy;score_default_markow;$BP1-score_default_dummy;punishment_value;client_price
185;15;1;2;0,04;1;3;31;2;2;0;1;3,433987204;0,016438356;1;0;1_Entrenamiento;0;0,756277735;0;0,709421498;0;0,822033898;0,07094215;90960,46795
803;12;1;3;0,04;1;2;35;2;2;0;1;3,555348061;0,008219178;0;0;2_Comprobación;0;0,783623015;0;0,827684565;0;0,822033898;0,082768457;91937,56416
850;20;1;2;0,04;0;3;33;3;2;0;1;3,496507561;0;1;0;1_Entrenamiento;0;0,757749181;0;0,886332364;0;0,64028777;0,088633236;92422,11562
1;48;1;2;0,02;0;4;22;2;1;0;1;3,091042453;0,016438356;1;1;1_Entrenamiento;1;0,946736123;1;1;1;1;0,1;93361,2441
902;36;1;3;0,02;1;1;42;1;2;0;1;3,737669618;0,008219178;0;1;1_Entrenamiento;1;0,95039672;1;0,866842036;1;0,875;0,086684204;92261,08541
832;45;0;3;0,02;1;2;29;3;2;0;1;3,36729583;0,008219178;0;1;2_Comprobación;1;0,968336885;1;1;1;1;0,1;93361,2441
159;6;1;2;0,01;1;4;34;2;2;1;2;3,526360525;0,016438356;1;1;2_Comprobación;0;0,631269161;0;0,517739868;1;0,5;0,051773987;89376,7834
450;36;1;2;0,04;1;2;30;2;1;0;1;3,401197382;0,032876712;0;1;1_Entrenamiento;1;0,798815655;1;0,813936627;1;0,805555556;0,081393663;91823,9779
597;24;0;2;0,01;1;4;36;2;3;1;1;3,583518938;0,016438356;1;1;1_Entrenamiento;1;0,800693586;1;0,588087264;1;0,636363636;0,058808726;89957,9976
687;36;1;3;0,04;1;1;30;1;1;0;1;3,401197382;0,010958904;0;1;2_Comprobación;1;0,857078475;1;0,793932748;1;0,805555556;0,079393275;91658,70472
733;24;1;2;0,02;0;2;28;3;1;0;1;3,33220451;0,016438356;0;0;2_Comprobación;1;0,673014896;1;0,797191992;1;0,714285714;0,079719199;91685,63278
345;15;1;2;0,04;0;2;43;2;1;1;1;3,761200116;0,016438356;0;0;1_Entrenamiento;0;0,801708226;0;0,896234048;0;0,822033898;0,089623405;92503,92389
209;12;1;3;0,03;1;3;55;2;1;0;1;4,007333185;0;1;0;1_Entrenamiento;0;0,717251663;0;0,817637593;0;0,8;0,081763759;91854,5555
128;12;1;1;0,04;1;2;34;2;2;0;1;3,526360525;0,032876712;0;1;2_Comprobación;0;0,76712689;0;0,755827594;0;0,822033898;0,075582759;91343,87777
339;10;0;2;0,04;1;2;31;2;1;1;1;3,433987204;0,016438356;0;1;1_Entrenamiento;0;0,810332274;0;0,876344597;0;0,822033898;0,08763446;92339,59611
513;12;1;2;0,04;0;4;20;3;2;0;1;2,995732274;0,008219178;1;0;2_Comprobación;0;0,898670356;0;0,924591994;0;0,822033898;0,092459199;92738,21886
452;12;0;3;0,02;1;3;34;2;2;0;1;3,526360525;0,008219178;1;1;1_Entrenamiento;0;0,577673221;0;0,636950696;0;0,610169492;0,06369507;90361,71005
707;12;0;1;0,04;0;3;25;3;2;0;1;3,218875825;0,010958904;1;1;1_Entrenamiento;0;0,876022451;0;0,946587862;0;0,822033898;0,094658786;92919,94997
698;18;1;2;0,04;1;2;24;2;2;0;1;3,17805383;0,016438356;0;0;1_Entrenamiento;0;0,648523786;1;0,518425324;0;0,64028777;0,051842532;89382,44667
